student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob,cluster,cluster_label,risk_score,risk_level,top_triggers,intervention
34,7,low,7,0.85,0.15,1,7,0.68,0.036,0.15,0.286,0.19,0.165,0,0.076,0,0.12,1,Chronic Disengagement,8.8,Low,"['Attendance drop: 15.0%', 'Submission delay: 1 days late', 'Sentiment decline: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
34,8,low,9,0.9,0.1,1,5,0.47,0.19,0.1,0.286,0.24,0.177,0,0.065,0,0.1,1,Chronic Disengagement,7.8,Low,"['Submission delay: 1 days late', 'Sentiment decline: 0.24', 'Attendance drop: 10.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,1,low,20,0.78,0.6,0,7,0.9,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement,0.0,Low,"['LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%', 'Submission delay: 0 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,2,low,19,0.81,0.5,0,4,0.58,-1.0,-0.03,0.0,0.1,0.036,0,0.052,0,0.02,1,Chronic Disengagement,7.3,Low,"['LMS login decline (slope: -1.0)', 'Behavioral drift score: 0.052', 'Sentiment decline: 0.1']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,3,low,20,0.79,0.53,0,4,0.58,-0.0,-0.01,0.0,0.07,0.029,0,0.009,0,0.01,1,Chronic Disengagement,0.6,Low,"['Sentiment decline: 0.07', 'Behavioral drift score: 0.009', 'LMS login decline (slope: -0.0)']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,4,low,19,0.73,0.5,1,6,0.79,-0.2,0.05,0.25,0.1,0.03,0,0.038,0,0.06,1,Chronic Disengagement,6.4,Low,"['LMS login decline (slope: -0.2)', 'Submission delay: 1 days late', 'Attendance drop: 5.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,5,low,19,0.69,0.5,0,5,0.74,-0.2,0.09,0.2,0.1,0.028,0,0.052,0,0.05,1,Chronic Disengagement,4.7,Low,"['LMS login decline (slope: -0.2)', 'Attendance drop: 9.0%', 'Behavioral drift score: 0.052']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,6,low,16,0.7,0.56,0,6,0.67,-0.6,0.08,0.167,0.04,0.078,0,0.057,0,0.05,1,Chronic Disengagement,6.5,Low,"['LMS login decline (slope: -0.6)', 'Attendance drop: 8.0%', 'Behavioral drift score: 0.057']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,7,low,14,0.67,0.43,1,3,0.8,-0.893,0.11,0.238,0.17,0.125,0,0.095,0,0.11,1,Chronic Disengagement,13.2,Low,"['LMS login decline (slope: -0.893)', 'Submission delay: 1 days late', 'Attendance drop: 11.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
35,8,low,14,0.65,0.43,1,5,0.65,-0.94,0.13,0.268,0.17,0.145,0,0.104,0,0.12,1,Chronic Disengagement,14.1,Low,"['LMS login decline (slope: -0.94)', 'Submission delay: 1 days late', 'Attendance drop: 13.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
36,1,high,1,0.3,-0.39,6,7,0.84,0.0,0.0,0.0,0.0,,0,0.0,2,0.17,1,Chronic Disengagement,17.1,Low,"['Submission delay: 6 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
36,2,high,0,0.2,-0.52,3,2,0.82,-1.0,0.1,4.5,0.13,1.414,1,0.091,2,0.16,2,Sudden Drop-off,19.0,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 3 days late', 'Attendance drop: 10.0%']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
36,3,high,0,0.08,-0.6,3,3,0.7,-0.5,0.22,3.0,0.21,1.732,0,0.123,2,0.21,0,Emotional Distress,19.9,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 3 days late', 'Attendance drop: 22.0%']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
36,4,high,0,0.02,-0.73,3,1,0.41,-0.3,0.28,2.25,0.34,2.0,0,0.152,2,0.25,0,Emotional Distress,21.4,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: -0.3)', 'Attendance drop: 28.0%']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
36,5,high,2,0.0,-0.85,3,0,0.21,0.2,0.3,1.8,0.46,1.491,0,0.162,2,0.27,0,Emotional Distress,21.1,Low,"['Submission delay: 3 days late', 'Attendance drop: 30.0%', 'Sentiment decline: 0.46']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
36,6,high,0,0.0,-1.0,4,2,0.08,0.029,0.3,1.467,0.61,1.673,1,0.181,2,0.32,2,Sudden Drop-off,25.3,Low,"['Submission delay: 4 days late', 'Sentiment decline: 0.61', 'Attendance drop: 30.0%']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
36,7,high,0,0.0,-1.0,6,0,0.08,-0.036,0.3,2.0,0.61,1.836,0,0.183,2,0.38,0,Emotional Distress,31.3,Medium,"['Submission delay: 6 days late', 'Sentiment decline: 0.61', 'Attendance drop: 30.0%']",Schedule a peer mentor check-in within 3 days. Priority counseling referral — emotional indicators elevated.
36,8,high,0,0.0,-1.0,3,0,0.0,-0.06,0.3,1.839,0.61,1.984,0,0.184,2,0.29,0,Emotional Distress,22.8,Low,"['Submission delay: 3 days late', 'Sentiment decline: 0.61', 'Attendance drop: 30.0%']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
37,1,medium,5,0.74,0.42,2,3,0.96,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,2,medium,5,0.61,0.25,1,5,0.62,0.0,0.13,0.5,0.17,0.0,0,0.067,1,0.1,1,Chronic Disengagement,8.1,Low,"['Submission delay: 1 days late', 'Attendance drop: 13.0%', 'Sentiment decline: 0.17']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,3,medium,1,0.56,0.25,1,2,0.81,-2.0,0.18,0.333,0.17,0.63,1,0.164,1,0.15,2,Sudden Drop-off,22.3,Low,"['LMS login decline (slope: -2.0)', 'Attendance drop: 18.0%', 'Behavioral drift score: 0.164']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
37,4,medium,4,0.56,0.16,1,7,0.66,-0.7,0.18,0.25,0.26,0.505,0,0.124,1,0.15,3,Chronic Disengagement,14.7,Low,"['LMS login decline (slope: -0.7)', 'Attendance drop: 18.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,5,medium,3,0.47,0.12,3,6,0.63,-0.5,0.27,0.8,0.3,0.465,0,0.152,1,0.24,3,Chronic Disengagement,22.1,Low,"['LMS login decline (slope: -0.5)', 'Submission delay: 3 days late', 'Attendance drop: 27.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,6,medium,3,0.42,0.11,2,6,0.43,-0.371,0.32,0.667,0.31,0.433,0,0.166,1,0.23,3,Chronic Disengagement,19.9,Low,"['LMS login decline (slope: -0.371)', 'Attendance drop: 32.0%', 'Submission delay: 2 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,7,medium,3,0.31,0.13,1,1,0.31,-0.286,0.43,0.619,0.29,0.408,0,0.198,1,0.25,3,Chronic Disengagement,19.5,Low,"['Attendance drop: 43.0%', 'LMS login decline (slope: -0.286)', 'Behavioral drift score: 0.198']",Send a gentle engagement reminder email. Consider motivational intervention program.
37,8,medium,1,0.25,-0.04,1,3,0.57,-0.393,0.49,0.571,0.46,0.497,1,0.245,1,0.3,2,Sudden Drop-off,23.4,Low,"['Attendance drop: 49.0%', 'LMS login decline (slope: -0.393)', 'Behavioral drift score: 0.245']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
38,1,medium,11,0.59,0.09,1,2,0.87,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
38,2,medium,9,0.52,-0.1,3,2,0.78,-2.0,0.07,2.0,0.19,0.141,0,0.128,1,0.16,1,Chronic Disengagement,25.0,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 3 days late', 'Behavioral drift score: 0.128']",Send a gentle engagement reminder email. Consider motivational intervention program.
38,3,medium,8,0.48,-0.04,2,5,0.6,-1.5,0.11,1.0,0.13,0.164,0,0.115,1,0.14,1,Chronic Disengagement,19.6,Low,"['LMS login decline (slope: -1.5)', 'Submission delay: 2 days late', 'Behavioral drift score: 0.115']",Send a gentle engagement reminder email. Consider motivational intervention program.
38,4,medium,6,0.37,-0.16,2,4,0.52,-1.6,0.22,0.667,0.25,0.245,0,0.172,1,0.2,3,Chronic Disengagement,24.4,Low,"['LMS login decline (slope: -1.6)', 'Submission delay: 2 days late', 'Attendance drop: 22.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
38,5,medium,4,0.31,-0.22,3,2,0.6,-1.7,0.28,0.7,0.31,0.356,0,0.205,1,0.26,3,Chronic Disengagement,30.1,Medium,"['LMS login decline (slope: -1.7)', 'Submission delay: 3 days late', 'Attendance drop: 28.0%']",Schedule a peer mentor check-in within 3 days. Consider motivational intervention program.
38,6,medium,6,0.3,-0.25,1,4,0.38,-1.2,0.29,0.8,0.34,0.341,0,0.192,1,0.21,3,Chronic Disengagement,21.8,Low,"['LMS login decline (slope: -1.2)', 'Attendance drop: 29.0%', 'Behavioral drift score: 0.192']",Send a gentle engagement reminder email. Consider motivational intervention program.
38,7,medium,3,0.17,-0.26,3,6,0.59,-1.214,0.42,0.81,0.35,0.419,1,0.239,1,0.32,2,Sudden Drop-off,31.4,Medium,"['LMS login decline (slope: -1.214)', 'Submission delay: 3 days late', 'Attendance drop: 42.0%']",Schedule a peer mentor check-in within 3 days. Urgent welfare check — sudden behavioral change detected.
38,8,medium,5,0.18,-0.42,1,4,0.19,-0.952,0.41,0.857,0.51,0.411,0,0.245,1,0.28,0,Emotional Distress,25.1,Low,"['LMS login decline (slope: -0.952)', 'Attendance drop: 41.0%', 'Sentiment decline: 0.51']",Send a gentle engagement reminder email. Priority counseling referral — emotional indicators elevated.
39,1,low,9,0.87,0.91,1,2,0.97,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,2,low,7,0.83,1.0,0,5,0.78,-2.0,0.04,0.5,-0.09,0.177,0,0.094,0,0.04,1,Chronic Disengagement,13.9,Low,"['LMS login decline (slope: -2.0)', 'Behavioral drift score: 0.094', 'Attendance drop: 4.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,3,low,7,0.83,0.97,1,6,0.57,-1.0,0.04,0.333,-0.06,0.151,0,0.054,0,0.06,1,Chronic Disengagement,10.4,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.054']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,4,low,7,0.75,0.84,1,5,0.66,-0.6,0.12,0.25,0.07,0.133,0,0.075,0,0.09,1,Chronic Disengagement,10.7,Low,"['LMS login decline (slope: -0.6)', 'Submission delay: 1 days late', 'Attendance drop: 12.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,5,low,10,0.75,0.82,1,6,0.53,0.2,0.12,0.2,0.09,0.177,0,0.053,0,0.09,1,Chronic Disengagement,7.1,Low,"['Submission delay: 1 days late', 'Attendance drop: 12.0%', 'Behavioral drift score: 0.053']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,6,low,8,0.75,0.81,0,6,0.81,0.114,0.12,0.267,0.1,0.158,0,0.054,0,0.06,1,Chronic Disengagement,4.3,Low,"['Attendance drop: 12.0%', 'Behavioral drift score: 0.054', 'Sentiment decline: 0.1']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,7,low,7,0.69,0.86,1,6,0.73,-0.036,0.18,0.238,0.05,0.155,0,0.071,0,0.11,1,Chronic Disengagement,8.7,Low,"['Attendance drop: 18.0%', 'Submission delay: 1 days late', 'Behavioral drift score: 0.071']",Send a gentle engagement reminder email. Consider motivational intervention program.
39,8,low,6,0.69,0.77,0,2,0.77,-0.179,0.18,0.268,0.14,0.171,0,0.088,0,0.09,1,Chronic Disengagement,7.5,Low,"['Attendance drop: 18.0%', 'LMS login decline (slope: -0.179)', 'Behavioral drift score: 0.088']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,1,low,15,0.94,0.2,0,5,0.72,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement,0.0,Low,"['LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%', 'Submission delay: 0 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,2,low,14,0.92,0.3,1,6,0.93,-1.0,0.02,0.5,-0.1,0.049,0,0.047,0,0.05,1,Chronic Disengagement,9.8,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.047']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,3,low,15,0.87,0.21,1,7,0.63,-0.0,0.07,0.333,-0.01,0.039,0,0.025,0,0.06,1,Chronic Disengagement,4.9,Low,"['Submission delay: 1 days late', 'Attendance drop: 7.0%', 'Behavioral drift score: 0.025']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,4,low,15,0.89,0.09,1,7,0.73,0.1,0.05,0.25,0.11,0.034,0,0.031,0,0.06,1,Chronic Disengagement,5.2,Low,"['Submission delay: 1 days late', 'Sentiment decline: 0.11', 'Attendance drop: 5.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,5,low,14,0.87,0.1,0,6,0.61,-0.1,0.07,0.3,0.1,0.038,0,0.041,0,0.04,1,Chronic Disengagement,3.5,Low,"['LMS login decline (slope: -0.1)', 'Attendance drop: 7.0%', 'Sentiment decline: 0.1']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,6,low,14,0.86,0.18,0,3,0.53,-0.143,0.08,0.3,0.02,0.038,0,0.036,0,0.04,1,Chronic Disengagement,3.4,Low,"['LMS login decline (slope: -0.143)', 'Attendance drop: 8.0%', 'Behavioral drift score: 0.036']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,7,low,13,0.79,0.08,0,6,0.82,-0.25,0.15,0.286,0.12,0.053,0,0.077,0,0.08,1,Chronic Disengagement,6.9,Low,"['LMS login decline (slope: -0.25)', 'Attendance drop: 15.0%', 'Behavioral drift score: 0.077']",Send a gentle engagement reminder email. Consider motivational intervention program.
40,8,low,14,0.78,0.04,1,5,0.72,-0.19,0.16,0.286,0.16,0.05,0,0.084,0,0.12,1,Chronic Disengagement,10.0,Low,"['LMS login decline (slope: -0.19)', 'Attendance drop: 16.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
41,1,high,7,0.4,-0.57,2,2,0.98,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
41,2,high,3,0.23,-0.66,3,3,0.5,-4.0,0.17,0.5,0.09,0.566,1,0.231,2,0.22,2,Sudden Drop-off,39.8,Medium,"['LMS login decline (slope: -4.0)', 'Submission delay: 3 days late', 'Behavioral drift score: 0.231']",Schedule a peer mentor check-in within 3 days. Urgent welfare check — sudden behavioral change detected.
41,3,high,4,0.15,-0.67,3,3,0.54,-1.5,0.25,0.333,0.1,0.446,0,0.16,2,0.22,3,Chronic Disengagement,26.2,Low,"['LMS login decline (slope: -1.5)', 'Submission delay: 3 days late', 'Attendance drop: 25.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
41,4,high,1,0.01,-0.94,6,3,0.28,-1.7,0.39,3.0,0.37,0.667,1,0.251,2,0.4,2,Sudden Drop-off,42.4,Medium,"['LMS login decline (slope: -1.7)', 'Submission delay: 6 days late', 'Attendance drop: 39.0%']",Schedule a peer mentor check-in within 3 days. Urgent welfare check — sudden behavioral change detected.
41,5,high,3,0.0,-0.94,6,0,0.42,-1.0,0.4,3.5,0.37,0.609,0,0.226,2,0.4,0,Emotional Distress,38.2,Medium,"['LMS login decline (slope: -1.0)', 'Submission delay: 6 days late', 'Attendance drop: 40.0%']",Schedule a peer mentor check-in within 3 days. Priority counseling referral — emotional indicators elevated.
41,6,high,0,0.0,-1.0,2,3,0.2,-1.086,0.4,3.467,0.43,0.816,1,0.237,2,0.29,2,Sudden Drop-off,27.8,Low,"['LMS login decline (slope: -1.086)', 'Attendance drop: 40.0%', 'Submission delay: 2 days late']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
41,7,high,0,0.0,-1.0,5,1,0.14,-1.0,0.4,3.143,0.43,0.975,0,0.234,2,0.38,0,Emotional Distress,35.9,Medium,"['LMS login decline (slope: -1.0)', 'Submission delay: 5 days late', 'Attendance drop: 40.0%']",Schedule a peer mentor check-in within 3 days. Priority counseling referral — emotional indicators elevated.
41,8,high,1,0.0,-1.0,6,3,0.09,-0.798,0.4,3.268,0.43,1.005,0,0.226,2,0.4,0,Emotional Distress,37.4,Medium,"['Submission delay: 6 days late', 'LMS login decline (slope: -0.798)', 'Attendance drop: 40.0%']",Schedule a peer mentor check-in within 3 days. Priority counseling referral — emotional indicators elevated.
42,1,low,18,0.8,0.32,1,2,0.99,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement,2.9,Low,"['Submission delay: 1 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,2,low,15,0.69,0.2,1,7,0.61,-3.0,0.11,0.0,0.12,0.129,0,0.174,0,0.13,3,Chronic Disengagement,26.2,Low,"['LMS login decline (slope: -3.0)', 'Behavioral drift score: 0.174', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,3,low,14,0.72,0.13,1,3,0.88,-2.0,0.08,0.0,0.19,0.133,0,0.132,0,0.11,1,Chronic Disengagement,19.6,Low,"['LMS login decline (slope: -2.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.132']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,4,low,16,0.69,0.13,0,6,0.91,-0.7,0.11,0.25,0.19,0.108,0,0.09,0,0.08,1,Chronic Disengagement,9.3,Low,"['LMS login decline (slope: -0.7)', 'Attendance drop: 11.0%', 'Sentiment decline: 0.19']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,5,low,16,0.64,0.09,0,3,0.61,-0.3,0.16,0.3,0.23,0.094,0,0.097,0,0.1,1,Chronic Disengagement,8.5,Low,"['LMS login decline (slope: -0.3)', 'Attendance drop: 16.0%', 'Sentiment decline: 0.23']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,6,low,13,0.64,0.18,1,2,0.57,-0.571,0.16,0.267,0.14,0.114,0,0.096,0,0.12,1,Chronic Disengagement,12.3,Low,"['LMS login decline (slope: -0.571)', 'Attendance drop: 16.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,7,low,15,0.61,0.07,1,4,0.83,-0.393,0.19,0.238,0.25,0.105,0,0.113,0,0.14,3,Chronic Disengagement,13.0,Low,"['LMS login decline (slope: -0.393)', 'Attendance drop: 19.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
42,8,low,16,0.59,0.19,0,2,0.56,-0.202,0.21,0.268,0.13,0.098,0,0.098,0,0.11,1,Chronic Disengagement,8.4,Low,"['Attendance drop: 21.0%', 'LMS login decline (slope: -0.202)', 'Behavioral drift score: 0.098']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,1,medium,9,0.68,0.04,2,4,0.71,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,2,medium,8,0.62,-0.05,1,6,0.83,-1.0,0.06,0.5,0.09,0.083,0,0.072,1,0.08,1,Chronic Disengagement,11.8,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 1 days late', 'Behavioral drift score: 0.072']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,3,medium,7,0.65,-0.05,3,5,0.77,-1.0,0.03,1.0,0.09,0.125,0,0.062,1,0.12,1,Chronic Disengagement,16.6,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 3 days late', 'Behavioral drift score: 0.062']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,4,medium,6,0.57,-0.05,3,7,0.65,-1.0,0.11,0.917,0.09,0.172,0,0.09,1,0.15,1,Chronic Disengagement,18.9,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 3 days late', 'Attendance drop: 11.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,5,medium,8,0.45,-0.15,1,5,0.42,-0.4,0.23,1.0,0.19,0.15,0,0.12,1,0.15,3,Chronic Disengagement,13.6,Low,"['LMS login decline (slope: -0.4)', 'Attendance drop: 23.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,6,medium,4,0.43,-0.16,1,3,0.7,-0.743,0.25,0.967,0.2,0.256,1,0.142,1,0.17,2,Sudden Drop-off,16.5,Low,"['LMS login decline (slope: -0.743)', 'Attendance drop: 25.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
43,7,medium,5,0.36,-0.22,3,1,0.46,-0.679,0.32,1.0,0.26,0.268,0,0.172,1,0.26,3,Chronic Disengagement,24.3,Low,"['LMS login decline (slope: -0.679)', 'Submission delay: 3 days late', 'Attendance drop: 32.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
43,8,medium,4,0.28,-0.37,1,0,0.4,-0.679,0.4,0.982,0.41,0.302,0,0.218,1,0.25,3,Chronic Disengagement,22.2,Low,"['LMS login decline (slope: -0.679)', 'Attendance drop: 40.0%', 'Behavioral drift score: 0.218']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,1,low,15,1.0,0.84,0,4,0.94,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement,0.0,Low,"['LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%', 'Submission delay: 0 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,2,low,16,0.99,0.82,0,5,0.87,1.0,0.01,0.0,0.02,0.046,0,0.006,0,0.01,1,Chronic Disengagement,0.5,Low,"['Attendance drop: 1.0%', 'Sentiment decline: 0.02', 'Behavioral drift score: 0.006']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,3,low,16,0.88,0.86,1,6,0.57,0.5,0.12,0.333,-0.02,0.037,0,0.042,0,0.08,1,Chronic Disengagement,6.3,Low,"['Submission delay: 1 days late', 'Attendance drop: 12.0%', 'Behavioral drift score: 0.042']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,4,low,16,0.87,0.78,0,5,0.74,0.3,0.13,0.25,0.06,0.032,0,0.053,0,0.06,1,Chronic Disengagement,4.2,Low,"['Attendance drop: 13.0%', 'Behavioral drift score: 0.053', 'Sentiment decline: 0.06']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,5,low,15,0.84,0.8,0,5,0.74,0.0,0.16,0.2,0.04,0.035,0,0.061,0,0.07,1,Chronic Disengagement,4.9,Low,"['Attendance drop: 16.0%', 'Behavioral drift score: 0.061', 'Sentiment decline: 0.04']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,6,low,14,0.87,0.79,1,5,0.63,-0.229,0.13,0.267,0.05,0.053,0,0.061,0,0.09,1,Chronic Disengagement,8.5,Low,"['LMS login decline (slope: -0.229)', 'Submission delay: 1 days late', 'Attendance drop: 13.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,7,low,14,0.8,0.71,1,3,0.76,-0.286,0.2,0.286,0.13,0.059,0,0.098,0,0.13,1,Chronic Disengagement,11.5,Low,"['LMS login decline (slope: -0.286)', 'Attendance drop: 20.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
44,8,low,15,0.82,0.71,1,7,0.59,-0.202,0.18,0.286,0.13,0.055,0,0.087,0,0.12,1,Chronic Disengagement,10.4,Low,"['LMS login decline (slope: -0.202)', 'Attendance drop: 18.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,1,medium,6,0.63,-0.06,2,6,0.67,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement,5.7,Low,"['Submission delay: 2 days late', 'LMS login decline (slope: 0.0)', 'Attendance drop: 0.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,2,medium,5,0.55,-0.29,3,7,0.94,-1.0,0.08,0.5,0.23,0.129,0,0.097,1,0.16,1,Chronic Disengagement,19.3,Low,"['LMS login decline (slope: -1.0)', 'Submission delay: 3 days late', 'Sentiment decline: 0.23']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,3,medium,5,0.48,-0.27,1,2,0.71,-0.5,0.15,1.0,0.21,0.108,0,0.099,1,0.12,1,Chronic Disengagement,12.2,Low,"['LMS login decline (slope: -0.5)', 'Attendance drop: 15.0%', 'Submission delay: 1 days late']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,4,medium,3,0.41,-0.44,1,7,0.75,-0.9,0.22,0.917,0.38,0.265,0,0.16,1,0.18,3,Chronic Disengagement,18.2,Low,"['LMS login decline (slope: -0.9)', 'Attendance drop: 22.0%', 'Sentiment decline: 0.38']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,5,medium,5,0.39,-0.32,3,5,0.38,-0.4,0.24,1.0,0.26,0.228,0,0.132,1,0.22,3,Chronic Disengagement,20.2,Low,"['Submission delay: 3 days late', 'LMS login decline (slope: -0.4)', 'Attendance drop: 24.0%']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,6,medium,3,0.3,-0.39,1,5,0.49,-0.486,0.33,0.967,0.33,0.272,0,0.176,1,0.21,3,Chronic Disengagement,18.3,Low,"['LMS login decline (slope: -0.486)', 'Attendance drop: 33.0%', 'Behavioral drift score: 0.176']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,7,medium,5,0.25,-0.53,2,2,0.27,-0.25,0.38,0.81,0.47,0.248,0,0.202,1,0.28,3,Chronic Disengagement,22.3,Low,"['Attendance drop: 38.0%', 'Submission delay: 2 days late', 'LMS login decline (slope: -0.25)']",Send a gentle engagement reminder email. Consider motivational intervention program.
45,8,medium,1,0.23,-0.53,2,0,0.24,-0.464,0.4,0.696,0.47,0.398,1,0.217,1,0.29,2,Sudden Drop-off,24.2,Low,"['LMS login decline (slope: -0.464)', 'Attendance drop: 40.0%', 'Submission delay: 2 days late']",Send a gentle engagement reminder email. Urgent welfare check — sudden behavioral change detected.
